,Index Name,Index - 9,Index - 8,Index - 7,Index - 6,Index - 5,Index - 4,Index - 3,Index - 2,Index - 1,Index - 0,index ecb,index fed,Index + 1
39,SPX Index,-0.006772240853415212,0.008459904713623345,-0.0028283616990023575,-0.011985681943016857,0.001352619578427472,0.0,-0.008410890934652748,-0.006935955517473502,0.0020962411748000065,-0.013283188023120118,1195,"429,169",-0.0027690315718498226
40,SX5E Index,-0.0004714296109824545,0.0010772270143242224,0.00025310818587698236,0.003223921196520152,0.008153990650821896,5.3841853819847074e-05,-0.0029465565820796513,-0.004217649369515186,0.004547943365929896,-0.0307090461148416,1269,277,0.026604394146911403
41,SRVIX Index,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199,12,0.0
42,SX5E Index,0.0022546097974780466,-0.03500389855211239,-0.00011022806197136248,-0.023624463303794307,0.006004645295760724,-0.015672210649924523,-0.034155609847564605,-0.0007125246558929987,-0.0017149705028405293,-0.050008965655689686,576,32,-0.010016794924577077
43,CVIX Index,0.001889711318757925,-0.011972898185767189,-0.00297894504049534,0.0,0.0,0.0016269475513217557,0.015030563441320588,0.020333725921876766,0.0,0.019297296358758764,643,734,0.024357597024367905
44,MOVE Index,-0.09451443762639666,-0.02164901457254409,0.03989657309157746,0.017855069652728872,0.014064330198606534,-0.002584423248046974,-0.03779192148307331,-0.021023830912965558,-0.052581480814680503,0.042016603714341016,1479,"545,665",-0.006477604352412847
45,SRVIX Index,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199,12,0.0
46,SX5E Index,0.008435535566080787,-0.004275182869733385,0.011697380754029041,0.005093495785532198,-0.004224744155390425,0.003745493025720137,-0.004622793503262557,-0.0114697378596329,0.003794808923005988,0.0002584090629831337,957,342,0.006030640787905384
47,V2X Index,0.09185984349728571,0.03772444316708512,0.04696331120313024,-0.041159745281182936,0.10968423845781272,-0.06200923180118201,-0.0779471425179552,-0.03823282943178263,0.057822830812083836,0.16733149967698058,1454,"410,273",-0.04633561633233052
48,SRVIX Index,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,376,0.0
49,EURUSD Curncy,0.0016335424269617316,-0.0020423453215286935,-0.005535258606193805,-0.004464139826671154,-0.0033094349013672586,-0.007834476928988254,-0.00691464253193691,-0.01014378943050509,0.005155196615296842,-0.009767914583666604,565,463,-0.008213451880050404
50,EURUSDV1M Curncy,-0.0348802647462203,-0.02102736719207554,0.016119381879883488,-0.006994474102882897,-0.017073077626174715,-0.007588569299955328,0.01386868204843239,0.05481380130978408,0.007478877607347556,-0.005899722127188145,"1090,1739,749,637",314,0.0062918021165279114
51,EURUSDV1M Curncy,0.033485002412708464,-0.03938182539673862,-0.0476941656852472,0.0,0.02400523848992231,-0.0027795343226766356,-0.02277769620147696,0.023030700630404244,-0.04580953603129467,-0.05778173867469105,93,290,0.018899951130483927
52,EURUSD Curncy,0.00030399757036053687,0.009077218151116673,-0.003923348928741521,-0.008426696286537583,-0.01784525472868037,-0.0027978568029847772,-0.0074210394082636355,0.006486678209709579,0.0028781475276346558,7.76729193757153e-05,346,207,-0.004047013072821154
53,SX5E Index,-0.0019732854004761435,0.012202739997492884,0.0027241580434260726,-0.01608033310796131,-0.023934963171256207,-0.005805171647613072,0.015247393032042922,-0.033398520960017386,0.0210528310139253,0.02657715421667728,93,290,-0.007113734752229206
54,EURUSD Curncy,0.00014896469564262826,-0.0024607596027126366,0.005658144934414189,-0.0008912656561462229,0.0007427765327016611,-0.0019323677510538761,0.0015610484493236432,0.005776938003589249,0.006697850086272827,-0.0010275230261850288,1199,12,0.00029368575835181376
55,EURUSD Curncy,0.007849154415086435,-0.011374602579070525,0.004137302867584791,-0.002066511775941249,-0.00030651341236143104,-0.002916572794298855,-0.0003075030774538079,7.688463464367024e-05,0.001766717055149969,0.004212144845355481,1296,325,0.005563402681697027
56,MOVE Index,0.0,-0.020137195775819627,-0.022490823437269825,-0.016538538934040226,-0.01893238541305564,-0.03106502246088816,-0.005378008336893725,0.025325609124954518,0.02354506435672432,0.047321488580607696,1112,275,0.002137324310962363
57,MOVE Index,-0.009056564210052631,0.12402983254294586,0.02122368344860881,0.021468703696047697,0.009465639259682135,-0.04072563327244261,0.09161101945204386,-0.012862958488648601,-0.013045632948286645,0.08967187305661994,184,457,0.04272138466753539
58,EURUSDV1M Curncy,-0.021442596035775363,0.020710799442561267,0.04858098102883046,0.012703716289766742,-0.039083013201258954,0.004761913760244152,0.050033593934567744,0.10662496669334898,-0.050395839253488006,-0.07492978643708481,512,714,-0.03657228962334358
59,CVIX Index,-0.017043019036972584,0.0050428750338618045,0.0020100509280243095,0.06133308801680837,-0.005681833467431119,-0.010501289820663118,-0.02625333083742465,0.02240717224994615,0.0,0.048881911497355546,873,355,0.01094901448967045
60,VIX Index,-0.005289745443429528,0.12875869061820255,-0.04864180722234579,0.003997340432620344,0.030986550684342085,0.05232413375381029,-0.0797708577330285,-0.04332807676353667,-0.052070446165541906,-0.10817193619475507,643,734,0.007013786508007325
61,EURUSD Curncy,-0.002539683904760684,-0.0010904135564743511,0.001725939475545002,0.0029906225561204536,0.002801248838512835,-9.024049096950648e-05,-0.0012642226715401939,-0.0003615002298744119,-0.0038036633433689016,-0.0013619650718378895,"968,355",563,0.0012712250872014275
62,CVIX Index,-0.003395589001138344,-0.04078656430891048,-0.0178735767992948,0.04237173984330944,0.00946243619449616,-0.029541679100475005,0.01052641298698731,0.012142386825725549,-0.03419886102825043,0.013292176208936635,1683,"99,625",-0.004411123164976161
63,VIX Index,0.0,0.0032206147000422014,0.08226630340133934,0.023415703980843805,0.08145110640899311,0.0,0.029343029233910745,-0.02978757247306074,0.06247993415860309,-0.006285375814961025,"397,1380",161,0.06666425511916207
64,SPX Index,0.0038665151329828618,0.002156526696299288,0.001245978332918618,0.0056308733972807445,-0.0010742150246922932,-0.001806025547531398,0.002319754070958524,0.0018018446358105678,-0.0016881541443298786,0.0008777258062382387,"717,679,1049","176,526",0.001749233933479033
65,V2X Index,-0.011173511249923163,-0.009294891910687664,-0.04585777511536726,-0.07030522125716532,-0.030973062189129763,0.04819019137812486,-0.04996528069111994,0.17431681677342192,-0.03498416648258251,0.07445681905957624,1171,706,-0.09192883851326838
66,V2X Index,0.013365609283368496,-0.009590021419960237,0.031164446546964708,-0.059879316127736004,0.012128322352375154,-0.014082369021882535,0.044204090730219026,-0.039629805388520456,0.03161823876902403,0.012646817198502358,"1365,763",395,0.03875387227113558
67,EURUSD Curncy,-0.0007779074682444098,0.011413219934505003,0.013311026713095087,0.00018978333126706826,-0.0007593495270904471,0.0007593495270904471,-0.012731727137774485,0.002687141732089171,0.0006387327759315164,0.004904624628494836,1245,291,-0.0027359798188748563
68,SRVIX Index,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080,618,0.0
69,CVIX Index,0.005614976329469279,-0.011104864749817978,-0.00010483585544296403,-0.014109777623174224,-0.01918316281342669,-0.0015022894736889114,0.011962238640386147,0.0,-0.037172631930614486,-0.003439249381033793,343,347,0.0008774660767247866
70,CVIX Index,-0.012837146760680263,-0.026179505581771068,0.01448346581857951,-0.02515023362277491,-0.03686424248271414,-0.04698372999516143,0.010152371464017929,0.03265016777074248,-0.025461064198273098,-0.011527505171067487,490,"83,87,584",0.014388737452099454
71,CVIX Index,0.024789459846791928,0.0027461892238807017,0.008139384623733203,-0.009534345667951971,-0.014687089061681924,-0.0041751389733977184,-0.028247703685345016,7.363900537082912e-05,0.01534527841101152,0.00595295743076063,458,689,0.010606449273414142
72,V2X Index,-0.003538510372609327,0.06963061176673468,-0.10198145961928251,0.07873724409374994,-0.0934176513935121,-0.010401109338511905,-0.030691905600697567,-0.06487845982472207,-0.046631779419344266,-0.07967381617644698,957,475,0.11630513732298509
73,VIX Index,0.0735899895118246,0.08764730705875534,0.021164811192043498,0.11693244802815572,-0.11975559973183536,0.21470742081524907,-0.03009984137578181,-0.0331144781594257,-0.03856837477473496,-0.08622459488767387,512,714,-0.049990254812092516
74,MOVE Index,-0.007565407834666971,4.46303893806288e-05,0.05754475161025496,-0.02085378981041419,-0.015615576248226404,0.00016815946853565578,0.020072604679914008,-0.031196086231322973,-0.034135451520797666,0.002345293091532419,65,464,0.0021826097121655508
75,VIX Index,0.006329135051647672,-0.028261011718210938,0.016094768026340578,-0.03907170882123667,-0.09453571497610325,0.23234681317334704,0.0,0.021465169478826596,0.09191517450211029,-0.0257262934473359,983,212,-0.03964483134723995
76,SPX Index,-0.00681005116629585,-0.006546870397736271,-0.004433198871882205,-0.0016675295681620739,0.021980157782961918,0.0037648601743320853,0.011016142751233637,0.0019488592414456107,-0.00139891479970089,-0.00011550945457727835,"1181,877,879",437,0.007452981727622543
77,EURUSDV1M Curncy,0.0365591233480993,0.006012902869352743,-0.0008567757199817727,-0.03577522709193737,0.006787690218684972,-0.011239396635692067,0.030176597655442894,0.005468426348389954,0.02101753025338704,-0.024755852363994357,429,4,-0.01363327860015362
78,V2X Index,0.12711520142102062,0.0,0.0,0.0,0.018621027222387454,0.1582027308097893,0.0,0.0,-0.15088409856989138,-0.04584289206715697,534,534,-0.08748002623084616
79,MOVE Index,0.05087443252475676,-0.0050364815493200155,0.007338166930976442,0.007966940133862899,0.014644305082090803,0.0028273706450709923,-0.01196790174733664,-0.027597717271462763,-0.003086111896967836,0.0,1275,156,0.004930603909298448
80,EURUSD Curncy,0.005593670000551276,-0.0012998434372130108,-0.0016080251560207648,-0.0003832445530370654,0.002067777876341992,0.00022948938712302747,-0.010456807568744009,0.00023184821773936104,0.0015442826017049716,-0.002394655657471989,1139,336,0.009161309696343711
81,CVIX Index,-0.0030977655259019077,-0.004227721512750193,-0.030373849999285385,-0.023835466779665193,0.014535689396574014,0.009090820638178343,0.03387560371153486,0.021387305659157363,0.02704715303751426,-0.020869907065812265,1379,513,0.06647460968348562
82,V2X Index,0.041815699590919575,0.1403787787097941,0.17367926963775115,-0.1316845671999447,0.04737098844921972,0.07296314324198239,-0.0022997543427072387,-0.017248766681668748,0.04607768562663228,-0.04517272768850722,711,98,0.0
83,VIX Index,-0.07687957805922307,0.021755752917061777,-0.03801627378884209,-0.04340232020230683,0.13246078081366175,-0.03185865004588129,0.10289442316263298,0.05556985115481039,0.12622246508696566,-0.19585904435282275,"506,203",12,0.0006437077789058776
84,SRVIX Index,0.023059845326899975,-0.009817750668129399,-0.010271030615744081,-0.002019362805359748,-0.020421130063476234,0.0,-0.00012136658792716304,-0.0014575491466599644,-0.000121558378561204,0.0026708769064267557,534,534,0.0
85,EURUSD Curncy,-0.0030933657962602945,0.001547879011646991,-0.004227144521891435,-0.009291835480658706,0.002704243037119969,0.013132072365705239,0.010257931614804872,0.0018034269991508145,-0.0009013069560128706,-0.005215770369383643,"1665,915",100,-0.011148231147912635
86,EURUSD Curncy,0.00400042643198828,-0.005196640908092132,-0.008555823802049556,0.002907287989985463,0.00923289499275215,-0.0012636014317327637,0.006302100544313349,6.980071897572104e-05,-0.0004188774146698382,-0.005742312697707919,1151,266,0.0019644993338199246
87,VIX Index,0.028485589793841637,0.02555181144034968,0.10969891725642444,-0.08793007250670204,0.025921617251417395,0.07870333382745498,-0.0952155768999452,-0.0778771734563879,0.0,0.02279776244427234,1313,710,0.0
88,EURUSD Curncy,0.012044262249219673,-0.005057156524906847,-0.0009468416776632349,-0.009996343143870934,0.0032751120978048442,0.0016335424269617316,-0.0020423453215286935,-0.005535258606193805,-0.004464139826671154,-0.0033094349013672586,24,394,-0.007834476928988254
89,SX5E Index,0.005636767075593241,-0.009437751173161146,0.007199360038830704,-0.0014686853298453428,-0.004114566263449859,0.009419304642063864,-0.003266941324675088,0.008925122762436288,-0.005166602180372237,0.002957478616909981,350,614,-0.008285953821614456
90,VIX Index,0.017699577099401065,0.009574840820258057,0.0,0.0,0.08794517106252586,-0.0005134788302809667,0.1543707744688425,-0.23176334167275892,0.0,-0.20499622899382208,534,534,-0.008207980417829663
91,EURUSDV1M Curncy,-0.011403471007447319,-0.05807284891346631,0.046537837293555206,0.048398014291854974,0.0030262595414654037,-0.08413924915805415,0.003474236268186104,0.004805391274938842,-0.01526452206507578,0.00019468509747078144,318,376,-0.05914139296926413
92,EURUSDV1M Curncy,-0.0282525129518838,0.03466050924721409,-0.0007099751806924903,-0.004270469123452303,-0.0996705998801477,0.017962216628159444,0.009245058144051077,0.022745483988970694,0.04040211627877488,-0.09114320775717255,465,212,0.060067777254482424
93,EURUSD Curncy,-0.003955376625900342,-0.0010474338829843943,-0.0027735110166873245,-0.002103998371597693,0.0013530784594626977,0.005767590236389786,0.0014926489822624789,0.0011925170974234067,0.00014896469564262826,-0.0024607596027126366,1123,386,0.005658144934414189
94,SX5E Index,-0.0031989240378855754,0.013622179619716235,-0.01279567067736398,0.00016866163590112393,0.022421227760169415,0.009335859867587892,0.017143371439697574,0.01412102122885095,-0.014409485290853397,0.009046881935788065,490,"83,87,584",0.02600780874161579
95,V2X Index,0.05439460569902277,0.07895235043962012,-0.03507699342881887,0.01917295647063355,0.020947353388937273,-0.029667403015477323,0.04057939134589805,0.060814742553350065,0.15669871776838207,0.12834843978170873,36,488,0.10934999793041378
96,EURUSDV1M Curncy,0.012044070492845504,-0.011331566009550098,0.07046377398459946,0.028143218657446845,0.02454306457927835,0.019333311870554315,0.045579037369470665,0.0002950287674448049,-0.01695712206675637,-0.026757449169549474,1031,79,-0.04442374783508107
97,SRVIX Index,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782,18,0.0
98,CVIX Index,-0.03906573110599565,-0.011591518621544505,-0.04019029715931133,0.007335371421906434,-0.01706293155700589,-0.0028034563150223235,0.006606686655730165,0.00380425576140464,0.013689394266850119,0.004011401390456637,605,389,0.010949097053733592
99,SX5E Index,0.018184235010895833,0.0021221121173091717,0.0030040107927149506,-0.004351089968324118,-0.005399301949966073,-0.002274253639575008,0.008606157772872436,-0.007808855993001629,-0.00010143947453400415,0.01137415687446186,889,618,-0.002833828459079868
100,MOVE Index,0.11408002745749801,0.039197416977347466,0.04051909483598415,-0.04929364660014013,-0.050613211514882295,-0.09793314706156409,0.046574792981722624,-0.060340016907112215,-0.018835576036177137,0.027094397927479363,782,18,0.0020540917869382724
101,EURUSDV1M Curncy,-0.03531667192489962,0.007163820933634435,0.018006917412916934,0.0509426911870956,-0.01157490839607589,-0.05932338545846294,-0.003256271193775362,0.07838545682342613,-0.04376661516883118,-0.0503982617585601,362,694,0.011202753076553496
102,CVIX Index,-0.01803882058967865,-0.014899989122741708,0.0011540682181068185,0.03066679839297226,-0.0011191942970150137,-0.012394524869707713,-0.0011344300706119803,0.033485271323778765,0.018488835526242475,0.014973541790162415,1712,19,-0.005321992337941062
103,EURUSDV1M Curncy,0.04446823771396202,-0.0158921967423864,-0.011667879383327584,-0.06642803490147298,-0.07051560244997379,0.009144136017182003,-0.017941532096951818,0.03265076977402881,0.010994820851045972,0.036065497081900766,802,313,0.03826350048327587
104,EURUSDV1M Curncy,-0.04106148679777366,0.02366974408590483,0.10798863806409553,0.00784317746102614,-0.005221943981151611,0.020726130517116914,-0.007722046093910251,0.007722046093910251,0.0177895415634981,0.03465693380904433,"1452,1465","725,89",0.0
105,CVIX Index,-0.014778594096118702,0.014778594096118702,-0.009828088936262525,-0.0262679268206103,0.02503259621261744,0.013505423199807076,0.0024360547978812264,-0.033398280401848,0.012500162764231604,0.006191970247920953,"1187,1047",4,0.003696861881326008
106,SX5E Index,-0.0027159445555744455,-0.0009661070790416559,0.0,0.0,0.004302556519847123,-0.012521915904161851,0.003450651180411768,0.0,0.028173722258237,-0.003706260351119539,534,534,0.0030052309160710777
107,SX5E Index,0.009023996407319324,0.002925306302645758,-0.009348705711294869,-0.004586876734089529,-0.006532311077872777,-0.0021196444199791387,0.019269529188202128,-0.012502421940787656,0.011266248947594981,0.018634803504629538,1479,"545,665",0.006019359007568781
108,SPX Index,-0.04827982547511578,0.042437099224956754,0.03945913275122681,-0.03898681119919711,-0.01575611539186461,-0.0019797065549473913,0.01946576149928525,0.0031624300256982707,-0.09200241094593586,0.05278532512632861,"253,937",643,-0.004545794382202928
109,VIX Index,-0.0007883327172164556,0.024923408452456997,0.00383877630716567,-0.07972347383203848,0.03345885342264321,0.031598205450166006,-0.006240269860084524,0.027018239365316443,-0.06205366983746341,-0.038831809855665256,"968,355",563,-0.028194947541622994
110,VIX Index,0.012382822493540058,0.01653580984691505,0.09881827149406508,0.01439884402592062,-0.06630670362793856,-0.04340232020230683,-0.040497792863987137,-0.020467353850540437,-0.04482780138246989,-0.004769139756902074,1263,361,-0.0008695652721844027
111,CVIX Index,0.0,0.005591813265777956,0.009250759772150952,0.02545591999334862,0.024823969728726247,0.0,0.012184659016367227,-0.05512506625039637,0.04469018895781662,-0.04286370443178211,1216,105,-0.016559716039018513
112,EURUSDV1M Curncy,-0.003929278139889192,-0.010288970862389668,-0.05814162903257669,0.010484474316768466,-0.010484474316768466,-0.02087402734720678,-0.013871050316913713,0.021162525898251516,0.015688259008446614,-0.027293805128754567,205,111,0.001296176461446752
113,V2X Index,-0.0019058707198378322,-0.026967266710169024,0.03823010641280877,0.009745053624935274,-0.05746345217975701,-0.02681491270307612,0.01917208109508195,-0.022739973878983744,0.07031400537864751,0.04304809495221029,454,79,-0.03997847486591821
114,MOVE Index,0.0030252388382741024,0.029345654426542467,-0.041309091236387374,0.06824867953646008,0.0,0.12349491502254217,-0.003290390336990967,-0.008018059112680831,-0.025663939836657157,-0.008625268718493118,983,212,-0.043494691269941654
115,SRVIX Index,-0.005270951330585305,-0.009063897349784078,-0.0074417733604947855,-0.0005243151253946365,0.009655607375011144,0.008405040752362147,0.0012868358486626263,0.0,0.0,-0.009562031765420365,395,28,-0.001169210915919372
116,EURUSD Curncy,0.001439755490314193,0.0017070216624330559,-0.0008082259880493048,0.0024227209122477666,-0.0020634287140056246,-0.0038691729557993187,-0.0007215007527995448,0.0007215007527995448,-0.0005410767559185931,-0.003162129390967827,219,694,-0.0023555002737354197
117,V2X Index,0.06439491735648373,-0.057375299317323325,-0.0789338350192268,0.021320937146490415,-0.017640108600975424,0.010999715092119278,0.05782294460505577,-0.031540333199415294,0.021876320841125896,-0.05890768561640103,"839,960,1517",530,0.05802633535789026
